"","date","pop","cruise","abundance_dawn","Qc_dawn","Qc_min","Qc_mean","data_day","n","r","r_se","r_p","log_Qc0","log_Qc0_se","log_Qc0_p","rmax","rmin","year","month","season","daylength","day","PP_exp"
"14",2015-05-24,"prochloro","KM1508",199.677670136758,0.0219009044,0.0219009044,0.0273814405563765,12,13,0.0375678672559411,0.00106822623773485,1.17987615393926e-12,-3.8332143077687,0.00755350016543704,2.18468594316831e-25,0.038636093493676,0.0364996410182063,2015,5,"spring",13.3525,144,2.81471950458564
"15",2015-05-24,"synecho","KM1508",1.35392341309805,0.120656492075,0.120656492075,0.141424481244939,12,13,0.0256650664287398,0.00154095032716547,3.7687315691429e-09,-2.11471876144049,0.0108961642581033,8.52381605567492e-21,0.0272060167559052,0.0241241161015743,2015,5,"spring",13.3525,144,0.06677689584799
"16",2015-05-25,"prochloro","KM1508",197.414466184405,0.021695510475,0.0212444785,0.0267397740966009,11,12,0.0396499753394272,0.00285306325970881,7.26559981075975e-08,-3.84961143466244,0.0185266132939742,1.63844180875749e-19,0.042503038599136,0.0367969120797184,2015,5,"spring",13.3641666666667,145,2.93651193894194
"17",2015-05-25,"synecho","KM1508",1.39512041185987,0.11651664065,0.114801958775,0.136939097020504,11,12,0.0258547426739937,0.00262080338178946,1.79985920611415e-06,-2.1347541707933,0.0170184136677392,2.54418086067285e-17,0.0284755460557831,0.0232339392922042,2015,5,"spring",13.3641666666667,145,0.0681036460962808
"18",2015-06-19,"euk","KM1510",0.968332636798371,0.7686325,0.7686325,0.923750782818421,7,8,0.048368918561655,0.0123465725441892,0.00782359611460039,-0.547273834953062,0.120655770760219,0.00395067084920669,0.0607154911058442,0.0360223460174657,2015,6,"summer",13.5294444444444,170,0.517627029756475
"19",2015-06-19,"prochloro","KM1510",177.140158222185,0.033189524,0.033189524,0.037839953190625,7,8,0.0268520858423797,0.00885662389674348,0.0230425862542378,-3.53257043390717,0.0865505611999085,1.44636957551069e-08,0.0357087097391232,0.0179954619456362,2015,6,"summer",13.5294444444444,170,2.26815692906828
"20",2015-06-19,"synecho","KM1510",1.10954781299813,0.132924297,0.132924297,0.148730834139803,7,8,0.0248512258411462,0.00457398386765607,0.00161268276660045,-2.14362770508506,0.0446988463414963,5.51080627636211e-09,0.0294252097088023,0.0202772419734901,2015,6,"summer",13.5294444444444,170,0.0519830538037435
"21",2015-07-20,"euk","KM1512",0.741981859244795,0.614697018375,0.614697018375,0.869363758007283,6,7,0.0727660170778317,0.0146872281987752,0.00426880934932236,-0.806953482773218,0.135409553333013,0.00190311859521669,0.0874532452766068,0.0580787888790565,2015,7,"summer",13.3419444444444,201,0.543030850544345
"22",2015-07-20,"prochloro","KM1512",173.483573481706,0.03132995775,0.03132995775,0.036578488421592,6,7,0.0485187630117923,0.00149303449176794,5.18451694549037e-07,-3.74969419394464,0.0137650978731262,1.26519778766436e-11,0.0500117975035603,0.0470257285200244,2015,7,"summer",13.3419444444444,201,3.71568729002165
"23",2015-07-20,"synecho","KM1512",0.899403543311093,0.1408784935,0.1408784935,0.171967598671475,6,7,0.0414435549883014,0.0085936484182679,0.0047875714623195,-2.13747648997211,0.0792295236425656,1.30876089560841e-06,0.0500372034065693,0.0328499065700335,2015,7,"summer",13.3419444444444,201,0.0783292335205943
"24",2015-07-21,"croco","KM1512",0.0336714389928809,1.37637242769444,1.1604620255,1.48735361422379,9,10,0.0502962333190172,0.00990209112592728,0.000953892036332028,0.00556838947622253,0.079525567328802,0.945896310892096,0.0601983244449445,0.0403941421930899,2015,7,"summer",13.3294444444444,202,0.0323378112822476
"25",2015-07-21,"euk","KM1512",0.861653024511547,0.340035807425,0.340035807425,0.537608935888709,12,13,0.079674782056704,0.00859886044025118,1.57538457175887e-06,-1.15025829720407,0.0608031252777835,9.69890009945572e-10,0.0882736424969552,0.0710759216164528,2015,7,"summer",13.3294444444444,202,0.516120009593147
"26",2015-07-21,"prochloro","KM1512",174.10301529747,0.02190438055,0.02190438055,0.028538410155195,12,13,0.0428606552828368,0.00439895095174215,9.58010192471256e-07,-3.82855764840649,0.0311052804808389,1.27419089052184e-18,0.0472596062345789,0.0384617043310946,2015,7,"summer",13.3294444444444,202,2.91678292533581
"27",2015-07-21,"synecho","KM1512",0.947819570413035,0.1106208866,0.110569698763158,0.129245578076512,12,13,0.024265465322582,0.00204229892653994,1.28818608808563e-07,-2.196094273728,0.014441234201664,1.2459044530059e-19,0.0263077642491219,0.0222231663960421,2015,7,"summer",13.3294444444444,202,0.0402625616143318
"28",2015-10-13,"croco","KOK1515",0.170728509774672,1.01665005491667,1.01665005491667,1.5656939518495,11,12,0.0539383913809788,0.0073856474641239,2.59174369703433e-05,0.131606893330267,0.047959341254638,0.0206854320626084,0.0613240388451027,0.0465527439168549,2015,10,"fall",11.6813888888889,286,0.170936195314015
"29",2015-10-13,"euk","KOK1515",2.96788984160065,0.486320364153846,0.486320364153846,0.847131609421068,11,12,0.0932196125765802,0.0158500493554434,0.00015490460678616,-0.746474868838637,0.102923667780389,2.74976988432665e-05,0.109069661932024,0.0773695632211368,2015,10,"fall",11.6813888888889,286,2.77311588907821
"30",2015-10-13,"prochloro","KOK1515",279.944984439099,0.0222046011538462,0.0222046011538462,0.0315860729785421,11,12,0.0514009545786195,0.00509991881126412,1.47917255566608e-06,-3.75440522309526,0.0331167643498372,6.99229850178482e-17,0.0565008733898836,0.0463010357673554,2015,10,"fall",11.6813888888889,286,5.39396294094565
"31",2015-10-13,"synecho","KOK1515",2.86256153291845,0.106033412923077,0.106033412923077,0.126407505267744,11,12,0.0279349180247335,0.00342155170487353,9.84888986757744e-06,-2.22716664678166,0.0222181422321494,2.39150273483483e-16,0.031356469729607,0.02451336631986,2015,10,"fall",11.6813888888889,286,0.119106346955502
"32",2015-11-13,"prochloro","KM1518",222.57201394987,0.02554259315,0.02554259315,0.0362632512082082,10,11,0.0700486193024539,0.00260898277411495,6.67527990236082e-10,-3.69210062742542,0.0154349502443966,1.98461715766903e-18,0.0726576020765688,0.0674396365283389,2015,11,"fall",11.0838888888889,317,6.50957910185601
"33",2015-11-13,"synecho","KM1518",0.816095918037418,0.106005455725,0.106005455725,0.139803658774113,10,11,0.0631244904532664,0.003280680978172,1.27669074162015e-08,-2.30355315084576,0.0194087704097628,1.08676120129754e-15,0.0664051714314384,0.0598438094750944,2015,11,"fall",11.0838888888889,317,0.0825968756271304
"34",2015-11-14,"prochloro","KM1518",202.326538431355,0.023338468725,0.0228972008125,0.0331423006815199,10,11,0.0729714362743274,0.00709315582426623,2.82464420695749e-06,-3.80185515424619,0.0419636757703167,1.23260926228811e-14,0.0800645920985936,0.0658782804500612,2015,11,"fall",11.0675,318,5.61358437337483
"35",2015-11-14,"synecho","KM1518",1.05120961694904,0.11186033985,0.0980734811111111,0.131293185493268,10,11,0.0496706136062287,0.00678725705660858,4.47654908085121e-05,-2.29319272080635,0.0401539542553022,7.79049090909246e-13,0.0564578706628373,0.0428833565496201,2015,11,"fall",11.0675,318,0.0777578986346802
"36",2015-11-15,"prochloro","KM1518",240.123486908861,0.0248424541052632,0.0248424541052632,0.0392135231217703,10,11,0.093489249296314,0.00284214691602193,1.09173375276561e-10,-3.75049775434515,0.0168143679104762,3.72283850110396e-18,0.096331396212336,0.0906471023802921,2015,11,"fall",11.0516666666667,319,10.2167155759099
"37",2015-11-15,"synecho","KM1518",0.988903255929072,0.114911933605263,0.114911933605263,0.154908181293301,10,11,0.0586001585702527,0.00282060695700129,6.48925888045667e-09,-2.17535712791497,0.0166869357943854,4.67244776548584e-16,0.061420765527254,0.0557795516132514,2015,11,"fall",11.0516666666667,319,0.102312594000302
"38",2016-01-12,"euk","KM1601",1.06264931632217,0.330087164818182,0.330087164818182,0.434689430154605,9,8,0.0529182129804553,0.00976861470338368,0.0016371584090645,-1.08859821597384,0.0539489380183382,9.62311160202405e-07,0.062686827683839,0.0431495982770716,2016,1,"winter",10.8530555555556,12,0.277613376261251
"39",2016-01-12,"prochloro","KM1601",217.434124915155,0.0223631374545455,0.0223631374545455,0.0294675776513526,9,8,0.0599912401648789,0.00295740584012623,9.32687734398761e-07,-3.81304303382018,0.0163328075892661,4.16785992273861e-13,0.0629486460050051,0.0570338343247526,2016,1,"winter",10.8530555555556,12,4.40565148160804
"40",2016-01-12,"synecho","KM1601",1.23860911673556,0.113593667318182,0.113593667318182,0.132425678013664,9,8,0.0294306711814842,0.00374977373124892,0.000226178130436015,-2.15902068382749,0.0207088022972048,5.2488445541504e-11,0.0331804449127331,0.0256808974502353,2016,1,"winter",10.8530555555556,12,0.0538071403601426
"41",2016-01-13,"prochloro","KM1601",216.833452484142,0.02249687625,0.02249687625,0.0297348406440879,10,11,0.0509283801639466,0.00221685280872365,2.66574488106422e-09,-3.78315493489189,0.0131150780837976,3.68069177024762e-19,0.0531452329726702,0.0487115273552229,2016,1,"winter",10.8636111111111,13,3.64520805502397
"42",2016-01-13,"synecho","KM1601",1.1397347432613,0.1120284619,0.1120284619,0.137788364983868,10,11,0.0363269507023312,0.00213481255695571,3.75539553381371e-08,-2.17042281945028,0.0126297214089129,3.89022118250623e-17,0.0384617632592869,0.0341921381453755,2016,1,"winter",10.8636111111111,13,0.0629381946592082
"43",2016-01-14,"euk","KM1601",0.997125149247174,0.329233581075,0.329233581075,0.507101035571797,10,11,0.0990007389770903,0.00841962457534183,9.15515163572491e-07,-1.22823500828942,0.0498111707314685,1.42288403628405e-09,0.107420363552432,0.0905811144017485,2016,1,"winter",10.8747222222222,14,0.564869095306631
"44",2016-01-14,"prochloro","KM1601",212.513434204379,0.021565361175,0.021565361175,0.0289863856091042,10,11,0.0544034591903734,0.00245014960160634,3.60430581242288e-09,-3.82780152479281,0.0144952805236328,8.14960329372991e-19,0.0568536087919798,0.0519533095887671,2016,1,"winter",10.8747222222222,14,3.73097716899109
"45",2016-01-14,"synecho","KM1601",1.21473607508114,0.104932599025,0.104932599025,0.131923604668793,10,11,0.0420313464118393,0.00227807575470603,1.84694755474074e-08,-2.24464595965845,0.0134772779167858,5.15683790277343e-17,0.0443094221665453,0.0397532706571333,2016,1,"winter",10.8747222222222,14,0.0745870686689266
"46",2016-02-09,"euk","KM1602",1.56806177520465,0.318686865525,0.318686865525,0.405377509239497,10,11,0.0474983248734594,0.00819971417191497,0.000261866121401701,-1.15485550669453,0.0485101632396615,1.94366628578413e-09,0.0556980390453744,0.0392986107015445,2016,2,"winter",11.2827777777778,40,0.350321576757538
"47",2016-02-09,"prochloro","KM1602",222.44309447345,0.023587923,0.023587923,0.029242087158185,10,11,0.0342611156976315,0.00406662656338708,1.46046334356077e-05,-3.70994804316273,0.0240584871970702,1.03110505636337e-16,0.0383277422610186,0.0301944891342445,2016,2,"winter",11.2827777777778,40,2.56961292763719
"48",2016-02-09,"synecho","KM1602",1.58443033838861,0.1223516632,0.1223516632,0.139393370766759,10,11,0.0215205622248997,0.00459070172416657,0.00113950164164019,-2.08128771427006,0.0271589576605824,5.55109842807729e-14,0.0261112639490663,0.0169298605007332,2016,2,"winter",11.2827777777778,40,0.0543304461525872
"49",2016-02-10,"euk","KM1602",1.15435830109955,0.32045228845,0.312626617025,0.477360074001901,10,11,0.0953492963682736,0.00921792571330144,2.69861001655442e-06,-1.26624955105661,0.0545339839545768,2.42541183703856e-09,0.104567222081575,0.0861313706549721,2016,2,"winter",11.3016666666667,41,0.630504443103755
"50",2016-02-10,"prochloro","KM1602",222.613398945822,0.0225646035,0.0225646035,0.0285921389963583,10,11,0.0449863518211306,0.00320771958093363,2.02019801385728e-07,-3.79005948149542,0.0189771249626142,1.00630474058411e-17,0.0481940714020643,0.041778632240197,2016,2,"winter",11.3016666666667,41,3.33305394476319
"51",2016-02-10,"synecho","KM1602",1.00225966521611,0.10076417545,0.10034589105,0.121570737376688,10,11,0.0354192078890444,0.00448311845764863,2.44572948249387e-05,-2.29137198316841,0.0265224864725358,1.88972029564432e-14,0.0399023263466931,0.0309360894313958,2016,2,"winter",11.3016666666667,41,0.0498942266006046
"52",2016-02-11,"prochloro","KM1602",233.827171803144,0.024162174625,0.024162174625,0.0283844328112745,11,11,0.0302002606180409,0.00262460347234351,1.1001530201766e-06,-3.74571335003977,0.0177833282764146,6.23472082850832e-18,0.0328248640903844,0.0275756571456974,2016,2,"winter",11.3211111111111,42,2.25116889477323
"53",2016-02-11,"synecho","KM1602",0.836485984748389,0.11173259740625,0.097803989025,0.114911996375144,11,11,0.0186053527478807,0.00503555346004933,0.00496036891456288,-2.27667879834002,0.0341190207119304,1.92546833914191e-13,0.02364090620793,0.0135697992878314,2016,2,"winter",11.3211111111111,42,0.0201269312448774
"54",2016-03-08,"euk","KM1603",1.27476587194228,0.4510139769,0.4510139769,0.553563502648559,6,7,0.0800113974149924,0.00986508441480038,0.00046215918457293,-0.845542540908003,0.0355690676943434,2.45352124421614e-06,0.0898764818297928,0.070146313000192,2016,3,"spring",11.8663888888889,68,0.867056694482566
"55",2016-03-08,"prochloro","KM1603",208.460866283117,0.02206557975,0.02206557975,0.0247956075055764,6,7,0.0378780542362721,0.00153696150093811,2.05139665982909e-06,-3.81360792742582,0.00554159350004646,1.22966596919999e-13,0.0394150157372102,0.036341092735334,2016,3,"spring",11.8663888888889,68,2.6106821619098
"56",2016-03-08,"synecho","KM1603",1.36445597916871,0.107334901225,0.107334901225,0.119314919769653,6,7,0.038416406553581,0.00246136887878581,1.96195697044827e-05,-2.24425846982569,0.00887459170029356,1.83488413459391e-11,0.0408777754323668,0.0359550376747952,2016,3,"spring",11.8663888888889,68,0.0835351741103832
"57",2016-03-09,"prochloro","KM1603",247.875014807254,0.0210159790833333,0.0208980178421053,0.0259129872316707,9,10,0.0578152346935091,0.00381476501840166,3.55696634055623e-07,-3.92767067770901,0.0203652723072931,5.84686449733196e-16,0.0616299997119107,0.0540004696751074,2016,3,"spring",11.8883333333333,69,4.82388247149323
"58",2016-03-09,"synecho","KM1603",1.56509933172595,0.096104963875,0.0926306702894737,0.116105155786603,9,10,0.0547824327048377,0.00415435813028757,1.04176395510469e-06,-2.41282066655959,0.0221782034220214,5.69340599408048e-14,0.0589367908351253,0.0506280745745502,2016,3,"spring",11.8883333333333,69,0.128676655198949
"59",2016-04-13,"euk","KOK1604",1.58304634568124,0.625653216230769,0.524435564105263,0.745579090900307,8,9,0.0747555975465283,0.0183283422308074,0.00469744756552368,-0.842737997225787,0.136747940302884,0.000461757557135288,0.0930839397773358,0.0564272553157209,2016,4,"spring",12.6511111111111,104,1.07325006429836
"60",2016-04-13,"prochloro","KOK1604",146.478468102504,0.0309488636153846,0.02892135475,0.0344684704343605,8,9,0.0416585309161036,0.00865742750619884,0.00193951335391288,-3.66679723689379,0.0645931511364008,1.3808306865586e-10,0.0503159584223024,0.0330011034099047,2016,4,"spring",12.6511111111111,104,2.59772754017281
"61",2016-04-13,"synecho","KOK1604",2.2816300580483,0.142525514576923,0.119593377,0.145172429403771,8,9,0.0433449827173195,0.0138590971306552,0.0166667810929086,-2.24432060983624,0.103402858982474,1.11167216715922e-07,0.0572040798479747,0.0294858855866643,2016,4,"spring",12.6511111111111,104,0.176652509626869
"62",2016-04-14,"euk","KOK1604",1.94470473309685,0.575768391375,0.575768391375,0.857733471466194,12,13,0.0504460663054937,0.00407751177560554,8.49602919978585e-08,-0.474733337438031,0.0288323622689868,4.25666410556177e-09,0.0545235780810993,0.0463685545298882,2016,4,"spring",12.6719444444444,105,1.08275715233058
"63",2016-04-14,"prochloro","KOK1604",141.914928367762,0.021199646075,0.021199646075,0.0303675994959852,12,13,0.0543124650114345,0.00281669351956665,7.90665191337947e-10,-3.84132764438055,0.0199170308820978,9.13209431716302e-21,0.0571291585310011,0.0514957714918678,2016,4,"spring",12.6719444444444,105,3.0164200090363
"64",2016-04-14,"synecho","KOK1604",0.995923709524096,0.106492309,0.106492309,0.131204035698212,12,13,0.0345298621451347,0.00308731969467759,2.38994257804222e-07,-2.24735230887698,0.021830646917973,9.08048615188289e-18,0.0376171818398123,0.0314425424504571,2016,4,"spring",12.6719444444444,105,0.0577730881315027
"65",2016-04-15,"euk","KOK1604",1.95959202491209,0.532718591763158,0.532718591763158,0.829251424467308,12,13,0.0577295029828995,0.00608259373502685,1.24295631375397e-06,-0.559369483221964,0.043010432772403,5.06645076892243e-08,0.0638120967179264,0.0516469092478727,2016,4,"spring",12.6927777777778,106,1.21053124701077
"66",2016-04-15,"prochloro","KOK1604",143.376495314379,0.0225356482105263,0.0225356482105263,0.0351017822281377,12,13,0.0652826650013898,0.00822652447868,7.05316624318404e-06,-3.77685311735648,0.0581703124447176,1.43411840407874e-15,0.0735091894800698,0.0570561405227097,2016,4,"spring",12.6927777777778,106,4.23499110510489
"67",2016-04-15,"synecho","KOK1604",1.39490455003878,0.118060958684211,0.118060958684211,0.143807906951923,12,13,0.0301853879697688,0.00552887839344608,0.000197946704311762,-2.12928413955857,0.0390950740436151,9.8550302951412e-15,0.0357142663632149,0.0246565095763227,2016,4,"spring",12.6927777777778,106,0.0774482608278294
"68",2016-07-10,"euk","KOK1608",7.29917046393782,0.964835674,0.844167013361111,1.36373007495147,8,9,0.103492834337604,0.0130867984861614,9.81138990086617e-05,-0.557525959917909,0.110012166689096,0.00145056115604203,0.116579632823765,0.0904060358514425,2016,7,"summer",13.4408333333333,192,12.6184012699896
"69",2016-07-10,"prochloro","KOK1608",244.19402860538,0.037181131,0.0321363951944444,0.0402824908364969,8,9,0.0522260493158366,0.0142042557628728,0.00789309358580616,-3.64389586853336,0.119405900100939,1.046828018316e-08,0.0664303050787095,0.0380217935529638,2016,7,"summer",13.4408333333333,192,6.49881018575922
"70",2016-07-10,"synecho","KOK1608",7.47157627255835,0.1811442505,0.160405598277778,0.203357277989506,8,9,0.0386367997428665,0.0128670101161551,0.0198638693250175,-1.9109594372607,0.108164549426323,4.58813351776224e-07,0.0515038098590215,0.0257697896267114,2016,7,"summer",13.4408333333333,192,0.752586651735772
"71",2016-07-11,"euk","KOK1608",6.47702032537273,1.041295601575,1.01214386194737,1.97634162734946,12,13,0.120400729911515,0.0123055768235094,9.18944712512805e-07,-0.158361727305556,0.0870135681831555,0.0960568096596989,0.132706306735025,0.108095153088006,2016,7,"summer",13.4316666666667,193,22.3285152943425
"72",2016-07-11,"prochloro","KOK1608",218.099095069404,0.0252463464,0.0252463464,0.029318851722031,12,13,0.0191688347254087,0.00253077380089957,1.09435858932883e-05,-3.64755111356849,0.0178952731626534,4.97243732242568e-21,0.0216996085263083,0.0166380609245092,2016,7,"summer",13.4316666666667,193,1.6686906587182
"73",2016-07-12,"euk","KOK1608",2.4456752835932,2.616693794,2.579374779975,3.011741003235,12,12,0.0198429951919517,0.00553560882913065,0.00497344996128687,0.970681616531432,0.0407096265804517,3.82466414483331e-10,0.0253786040210824,0.0143073863628211,2016,7,"summer",13.4219444444444,194,1.97014914512377
"74",2016-07-12,"prochloro","KOK1608",250.709917913177,0.0237479918,0.0237479918,0.0307493650852698,12,12,0.0400503244607227,0.00245540910946865,1.55889627738562e-08,-3.74958207184406,0.0180574153691431,1.64955283251214e-19,0.0425057335701914,0.0375949153512541,2016,7,"summer",13.4219444444444,194,4.19869977879524
"75",2016-07-12,"synecho","KOK1608",1.0934262238157,0.1131801021,0.103756037294118,0.12896948796017,12,12,0.0270549054831852,0.00366133606196264,2.3439140641763e-05,-2.22725664956257,0.0269259675798748,1.63006177867572e-15,0.0307162415451479,0.0233935694212226,2016,7,"summer",13.4219444444444,194,0.0516180685592528
"76",2016-08-08,"croco","KOK1609",0.451621381142754,1.58192133125,1.58192133125,2.03510238540083,8,9,0.0659565584266063,0.00323893261587181,1.72647899673698e-07,0.168114500878242,0.0272275908587444,0.000456503773009251,0.0691954910424781,0.0627176258107345,2016,8,"summer",13.0402777777778,221,0.728453601473016
"77",2016-08-08,"euk","KOK1609",3.01162762402144,1.19456375632143,0.865767131421053,1.30767448609918,8,9,0.086660906191193,0.0285228718959459,0.0188922669715863,-0.470103819540559,0.239773153134943,0.0907368908703671,0.115183778087139,0.0581380342952471,2016,8,"summer",13.0402777777778,221,3.94466989829142
"78",2016-08-08,"prochloro","KOK1609",168.119540615501,0.0189657309642857,0.0189657309642857,0.0222154211930265,8,9,0.0419127267862996,0.00353957327124868,6.95269732254445e-06,-4.14841626692014,0.0297548804726109,2.57643910643835e-13,0.0454523000575483,0.038373153515051,2016,8,"summer",13.0402777777778,221,1.93059602437228
"79",2016-08-08,"synecho","KOK1609",1.09505530113473,0.0942915022857143,0.0942915022857143,0.0994015970937506,8,9,0.0132780337042242,0.00224136523960719,0.000585105703100876,-2.41551543128832,0.0188416935289065,4.63415645156945e-13,0.0155193989438314,0.011036668464617,2016,8,"summer",13.0402777777778,221,0.0184906808465762
"80",2016-08-09,"euk","KOK1609",3.72452704278303,1.050480229425,1.050480229425,1.6736908093247,12,13,0.0764897137490133,0.00270967129414472,1.29200675647604e-11,0.0148299085311411,0.0191602694687626,0.455248535116993,0.079199385043158,0.0737800424548686,2016,8,"summer",13.0225,222,6.45527590770904
"81",2016-08-09,"prochloro","KOK1609",215.99702543173,0.0170336636,0.0170336636,0.0255379241469636,12,13,0.0554672209850256,0.00243781921375939,1.33443853253852e-10,-4.0217979440247,0.0172379849735612,1.12545945233872e-21,0.057905040198785,0.0530294017712663,2016,8,"summer",13.0225,222,4.10000835523127
"82",2016-08-09,"synecho","KOK1609",2.12648441085205,0.089575356125,0.089575356125,0.101557389874798,12,13,0.0119586457689189,0.00178937112879194,3.45342271444366e-05,-2.36010697082533,0.0126527645922821,1.31868416420583e-20,0.0137480168977109,0.010169274640127,2016,8,"summer",13.0225,222,0.033830823231099
"83",2016-08-10,"euk","KOK1609",3.44465041127904,1.00230602275,1.00230602275,1.67897230255288,12,13,0.0782398193834658,0.00360651897611571,2.2302999425468e-10,0.00531718914501665,0.0255019402448938,0.838648050735826,0.0818463383595815,0.0746333004073501,2016,8,"summer",13.0044444444444,223,6.11628950432666
"84",2016-08-10,"prochloro","KOK1609",209.072404938653,0.01670907655,0.01670907655,0.0234226755557692,12,13,0.0503637147818334,0.00225206810374948,1.60757921208146e-10,-4.07428106714464,0.0159245262785519,4.08175592478284e-22,0.0526157828855828,0.0481116466780839,2016,8,"summer",13.0044444444444,223,3.28870037963671
"85",2016-08-10,"synecho","KOK1609",1.8739987802455,0.083054048025,0.083054048025,0.09387248415,12,13,0.0187351029345796,0.000981468286598574,8.8081118457713e-10,-2.48075125911431,0.00694002880973393,1.03137213865088e-23,0.0197165712211782,0.017753634647981,2016,8,"summer",13.0044444444444,223,0.0432633261078269
"86",2017-06-20,"croco","KM1708",0.162944839106711,1.140040722875,1.140040722875,1.4354183736225,9,10,0.0479921199710761,0.00388523907888221,1.71897550654582e-06,-0.0563100799939817,0.034859061337849,0.144894927099355,0.0518773590499583,0.0441068808921939,2017,6,"summer",13.5302777777778,171,0.140821623725247
"87",2017-06-20,"euk","KM1708",1.22452371384394,0.42714678075,0.39247714385,0.495770267981316,9,10,0.0423920424604396,0.00687388331019024,0.000268909777202176,-1.07072711350304,0.0616737130133253,1.23487589980714e-07,0.0492659257706298,0.0355181591502493,2017,6,"summer",13.5302777777778,171,0.325113403728942
"88",2017-06-20,"prochloro","KM1708",223.299212307753,0.02694294475,0.02694294475,0.0303474789189474,9,10,0.0264251814290145,0.00148845611659314,1.03696898525639e-07,-3.72259987723375,0.0133546950428452,3.07155283958823e-17,0.0279136375456076,0.0249367253124213,2017,6,"summer",13.5302777777778,171,2.31983406271545
